SYMBOL,ISIN,Security Name,Band,Sector_NSE,Category,MC_Map_Symbol,Sector,Industry,MC_Name,Hyperlink,Exchange
MANAKSIA,INE015D01022,Manaksia Limited,20,,,MANAKSIA,Metals & Mining,Steel - Rolling,Manaksia,http://www.moneycontrol.com/india/stockpricequote/steelrolling/manaksia/M16,NSE
MANALIPETC,INE201A01024,Manali Petrochemicals Limited,20,,,MANALIPETC,Chemicals,Petrochemicals,Manali Petro,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/manalipetrochemicals/MP02,NSE
MANAPPURAM,INE522D01027,Manappuram Finance Limited,No Band,FINANCIAL SERVICES,Derivative ProductNIFTY Midcap 150/NIFTY 200/NIFTY Full Midcap 100,MANAPPURAM,Banking/Finance,Finance - Leasing & Hire Purchase,Manappuram Fin,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01,NSE
MANDHANA,INE087J01010,Mandhana Industries Limited,5,,,MANDHANA,Manufacturing,Textiles - General,Mandhana Ind,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/mandhanaindustries/MI24,NSE
MANGALAM,INE584F01014,Mangalam Drugs And Organics Limited,20,,,MANGALAM,Pharmaceuticals,Pharmaceuticals,Mangalam Drugs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mangalamdrugsorganics/MDO,NSE
MANGCHEFER,INE558B01017,Mangalore Chemicals & Fertilizers Limited,20,,,MANGCHEFER,Chemicals,Fertilisers,Mangalore Chem,http://www.moneycontrol.com/india/stockpricequote/fertilisers/mangalorechemicalsfertilisers/MCF01,NSE
MANGLMCEM,INE347A01017,Mangalam Cement Limited,20,,,MANGLMCEM,Cement/Construction,Cement - Major,Mangalam Cement,http://www.moneycontrol.com/india/stockpricequote/cementmajor/mangalamcement/MC03,NSE
MANGTIMBER,INE805B01012,Mangalam Timber Products Limited,10,,,MANGTIMBER,Miscellaneous,Miscellaneous,Mangalam Timber,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mangalamtimberproducts/MTP,NSE
MANINDS,INE993A01026,Man Industries (India) Limited,20,,,MANINDS,Metals & Mining,Steel - Tubes & Pipes,Man Industries,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/manindustriesindia/MII,NSE
MANINFRA,INE949H01023,Man Infraconstruction Limited,20,,,MANINFRA,Cement/Construction,Construction & Contracting - Civil,Man Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/maninfraconstruction/MI37,NSE
MANPASAND,INE122R01018,Manpasand Beverages Limited,20,CONSUMER GOODS,,MANPASAND,Food & Beverage,Food Processing,Manpasand Bever,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/manpasandbeverages/MB04,NSE
MANUGRAPH,INE867A01022,Manugraph India Limited,20,,,MANUGRAPH,Engineering,Engineering,Manugraph Ind,http://www.moneycontrol.com/india/stockpricequote/engineering/manugraphindustries/MI08,NSE
MARALOVER,INE882A01013,Maral Overseas Limited,20,,,MARALOVER,Manufacturing,Textiles - Spinning - Cotton Blended,Maral Overseas,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/maraloverseas/MO,NSE
MARATHON,INE182D01012,Marathon Nextgen Realty Limited,20,,,MARATHON,Retail/Real Estate,Construction & Contracting - Real Estate,Marathon Realty,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/marathonnextgenrealty/MNR,NSE
MARICO,INE196A01026,Marico Limited,No Band,CONSUMER GOODS,Derivative Product/NIFTY Growth Sectors 15 Index,MARICO,Cons Non-Durable,Personal Care,Marico,http://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13,NSE
MARKSANS,INE750C01026,Marksans Pharma Limited,20,PHARMA,,MARKSANS,Pharmaceuticals,Pharmaceuticals,Marksans Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21,NSE
MARUTI,INE585B01010,Maruti Suzuki India Limited,No Band,AUTOMOBILE,Derivative Product/ Nifty 50,MARUTI,Automotive,Auto - Cars & Jeeps,Maruti Suzuki,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24,NSE
MASFIN,INE348L01012,MAS Financial Services Limited,20,,,MASFIN,Banking/Finance,Finance - General,MAS Financial S,http://www.moneycontrol.com/india/stockpricequote/financegeneral/masfinancialservices/MFS09,NSE
MASTEK,INE759A01021,Mastek Limited,20,,,MASTEK,Technology,Computers - Software,Mastek,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mastek/M,NSE
MATRIMONY,INE866R01028,Matrimony.Com Limited,20,,,MATRIMONY,Miscellaneous,Miscellaneous,Matrimony.com,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/matrimonycom/M20,NSE
MAWANASUG,INE636A01039,Mawana Sugars Limited,20,,,MAWANASUG,Food & Beverage,Sugar,Mawana Sugars,http://www.moneycontrol.com/india/stockpricequote/sugar/mawanasugars/MS25,NSE
MAXINDIA,INE153U01017,Max India Limited,20,HEALTHCARE SERVICES,NIFTY 500 Index/NIFTY Smallcap 250/NIFTY MidSmallcap 400,MAXINDIA,Miscellaneous,Miscellaneous,Max India,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxindia/MIL16,NSE
MAXVIL,INE154U01015,Max Ventures and Industries Limited,20,,,MAXVIL,Manufacturing,Packaging,Max Ventures an,http://www.moneycontrol.com/india/stockpricequote/packaging/maxventuresindustries/MVI,NSE
MAYURUNIQ,INE040D01038,Mayur Uniquoters Ltd,20,,,MAYURUNIQ,Manufacturing,Plastics,Mayur Uniquoter,http://www.moneycontrol.com/india/stockpricequote/plastics/mayuruniquoters/MU,NSE
MAZDA,INE885E01034,Mazda Limited,20,,,MAZDA,Engineering,Engineering,Mazda,http://www.moneycontrol.com/india/stockpricequote/engineering/mazda/M14,NSE
MCDHOLDING,INE836H01014,McDowell Holdings Limited,20,,,MCDHOLDING,Banking/Finance,Finance - Investments,McDowell Hold,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mcdowellholdings/MDH,NSE
MCDOWELL-N,INE854D01016,United Spirits Limited,No Band,CONSUMER GOODS,Derivative Product,MCDOWELL-N,Food & Beverage,Breweries & Distilleries,United Spirits,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedspirits/US,NSE
MCLEODRUSS,INE942G01012,Mcleod Russel India Limited,20,CONSUMER GOODS,,MCLEODRUSS,Food & Beverage,Plantations - Tea & Coffee,Mcleod,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/mcleodrusselindia/MRI02,NSE
MCX,INE745G01035,Multi Commodity Exchange of India Limited,No Band,,,MCX,Miscellaneous,Miscellaneous,MCX India,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE,NSE
MEGH,INE974H01013,Meghmani Organics Limited,20,,,MEGH,Chemicals,Pesticides & Agro Chemicals,Meghmani Organi,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/meghmaniorganics/MO04,NSE
MENONBE,INE071D01033,Menon Bearings Limited,20,,,MENONBE,Engineering,Bearings,Menon Bearings,http://www.moneycontrol.com/india/stockpricequote/bearings/menonbearings/MB01,NSE
MEP,INE776I01010,MEP Infrastructure Developers Limited,20,,,MEP,Engineering,Infrastructure - General,MEP Infra,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/mepinfrastructuredevelopers/MID,NSE
MERCATOR,INE934B01028,Mercator Limited,20,,,MERCATOR,Services,Shipping,Mercator,http://www.moneycontrol.com/india/stockpricequote/shipping/mercator/ML02,NSE
MERCK,INE199A01012,Merck Limited,20,PHARMA,,MERCK,Pharmaceuticals,Pharmaceuticals,Merck,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/merck/M12,NSE
METKORE,INE592I01029,Metkore Alloys & Industries Limited,10,,,METKORE,Metals & Mining,Steel - Medium & Small,Metkore Alloys,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/metkorealloysindustries/GMR02,NSE
MFSL,INE180A01020,Max Financial Services Limited,No Band,FINANCIAL SERVICES,Derivative Product,MFSL,Manufacturing,Finance - Investments,Max Financial,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/maxfinancialservices/MI,NSE
MGL,INE002S01010,Mahanagar Gas Limited,No Band,ENERGY,NIFTY 500 Index/NIFTY Smallcap 250/NIFTY MidSmallcap 400/NIFTY Smallcap 50/NIFTY Free float Smallcap 100/NIFTY Full Smallcap 100,MGL,Oil & Gas,Refineries,Mahanagar Gas,http://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02,NSE
MHRIL,INE998I01010,Mahindra Holidays & Resorts India Limited,20,SERVICES,,MHRIL,Services,Hotels,Mahindra Holida,http://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR,NSE
MIDCAPIWIN,INF109KB1XT3,ICICI Prudential Midcap Select iWIN ETF,20,,,,,,,,NSE
MINDACORP,INE842C01021,Minda Corporation Limited,20,AUTOMOBILE,NIFTY 500 Index,MINDACORP,Automotive,Auto Ancillaries,Minda Corp,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mindacorporation/MC23,NSE
MINDAIND,INE405E01023,Minda Industries Limited,20,AUTOMOBILE,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250,MINDAIND,Automotive,Auto Ancillaries,Minda Ind,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mindaindustries/MI4,NSE
MINDTECK,INE110B01017,Mindteck (India) Limited,20,,,MINDTECK,Technology,Computers - Software,Mindteck,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindteckindia/MI35,NSE
MINDTREE,INE018I01017,MindTree Limited,No Band,IT,Nifty IT,MINDTREE,Technology,Computers - Software,Mindtree,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13,NSE
MIRCELECTR,INE831A01028,MIRC Electronics Limited,5,,,MIRCELECTR,Cons Non-Durable,Consumer Goods - Electronic,Mirc Electronic,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/mircelectronics/ME,NSE
MIRZAINT,INE771A01026,Mirza International Limited,20,,,MIRZAINT,Cons Non-Durable,Leather Products,Mirza Intl,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/mirzainternational/MI46,NSE
MMFL,INE227C01017,MM Forgings Limited,20,,,MMFL,Manufacturing,Castings & Forgings,MM Forgings,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/mmforgings/MMF,NSE
MMTC,INE123F01029,MMTC Limited,20,SERVICES,NIFTY Smallcap 50/NIFTY Full Smallcap 100,MMTC,Services,Trading,MMTC Ltd,http://www.moneycontrol.com/india/stockpricequote/trading/mmtc/MMT,NSE
MOHITIND,INE954E01012,Mohit Industries Limited,20,,,MOHITIND,Manufacturing,Textiles - Processing,Mohit Ind,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/mohitindustries/MI36,NSE
MOHOTAIND,INE313D01013,Mohota Industries Limited,20,,,,,,,,NSE
MOIL,INE490G01020,MOIL Limited,20,METALS,NIFTY Smallcap 50/NIFTY Full Smallcap 100,MOIL,Metals & Mining,Mining & Minerals,MOIL,http://www.moneycontrol.com/india/stockpricequote/miningminerals/moil/M18,NSE
MOLDTKPAC,INE893J01029,Mold-Tek Packaging Limited,20,,,MOLDTKPAC,Manufacturing,Plastics,Mold-Tek Pack,http://www.moneycontrol.com/india/stockpricequote/plastics/moldtekpackaging/MTP01,NSE
MONNETISPA,INE743C01013,Monnet Ispat and Energy Limited,20,,,MONNETISPA,Metals & Mining,Steel - Sponge Iron,Monnet Ispat,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/monnetispat/MI16,NSE
MONSANTO,INE274B01011,Monsanto India Limited,20,FERTILISERS & PESTICIDES,,MONSANTO,Chemicals,Pesticides & Agro Chemicals,Monsanto India,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/monsantoindia/MI39,NSE
MONTECARLO,INE950M01013,Monte Carlo Fashions Limited,20,,,MONTECARLO,Manufacturing,Textiles - Readymade Apparels,Monte Carlo,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/montecarlofashions/MC05,NSE
MORARJEE,INE161G01027,Morarjee Textiles Limited,20,,,MORARJEE,Manufacturing,Textiles - Spinning - Cotton Blended,Morarjee Text,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/morarjeetextiles/MT12,NSE
MOREPENLAB,INE083A01026,Morepen Laboratories Limited,10,,,MOREPENLAB,Pharmaceuticals,Pharmaceuticals,Morepen Lab,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/morepenlaboratories/ML06,NSE
MOSERBAER,INE739A01015,Moser-Baer (I) Limited,20,,,MOSERBAER,Technology,Computers - Hardware,Moser Baer,http://www.moneycontrol.com/india/stockpricequote/computershardware/moserbaerindia/MBI,NSE
MOTHERSUMI,INE775A01035,Motherson Sumi Systems Limited,No Band,AUTOMOBILE,Derivative Product,MOTHERSUMI,Automotive,Auto Ancillaries,Motherson Sumi,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mothersonsumisystems/MSS01,NSE
MOTILALOFS,INE338I01027,Motilal Oswal Financial Services Limited,20,FINANCIAL SERVICES,NIFTY Midcap 150,MOTILALOFS,Banking/Finance,Finance - General,Motilal Oswal,http://www.moneycontrol.com/india/stockpricequote/financegeneral/motilaloswalfinancialservices/MOF01,NSE
MOTOGENFIN,INE861B01015,The Motor & General Finance Limited,5,,,MOTOGENFIN,Banking/Finance,Finance - Leasing & Hire Purchase,Motor and Gen F,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/motorgeneralfinance/MGF,NSE
MPHASIS,INE356A01018,MphasiS Limited,20,IT,,MPHASIS,Technology,Computers - Software,MphasiS,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mphasis/MB02,NSE
MPSLTD,INE943D01017,MPS Limited,20,,,MPSLTD,Miscellaneous,Printing & Stationery,MPS,http://www.moneycontrol.com/india/stockpricequote/printingstationery/mps/MI31,NSE
MRF,INE883A01011,MRF Limited,No Band,AUTOMOBILE,Derivative Product/Nifty 50 Junior Index/Nifty Alpha 50 Index/NIFTY NEXT 50,MRF,Automotive,Tyres,MRF,http://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF,NSE
MRPL,INE103A01014,Mangalore Refinery and Petrochemicals Limited,No Band,ENERGY,Nifty Alpha 50/NIFTY MIDCAP 50,MRPL,Oil & Gas,Refineries,MRPL,http://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP,NSE
MTNL,INE153A01019,Mahanagar Telephone Nigam Limited,20,TELECOM,,MTNL,Telecom,Telecommunications - Service,MTNL,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/mahanagartelephonenigam/MTN,NSE
MUKANDENGG,INE022B01014,Mukand Engineers Limited,20,,,MUKANDENGG,Cement/Construction,Construction & Contracting - Civil,Mukund Engg,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mukandengineers/ME09,NSE
MUKANDLTD,INE304A01026,Mukand Limited,20,,,MUKANDLTD,Metals & Mining,Steel - Medium & Small,Mukand,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mukand/M02,NSE
MUKTAARTS,INE374B01019,Mukta Arts Limited,20,,,MUKTAARTS,Media,Media & Entertainment,Mukta Arts,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/muktaarts/MA02,NSE
MUNJALAU,INE672B01032,Munjal Auto Industries Limited,20,,,MUNJALAU,Automotive,Auto Ancillaries,Munjal Auto Ind,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/munjalautoindustries/MAI04,NSE
MUNJALSHOW,INE577A01027,Munjal Showa Limited,20,,,MUNJALSHOW,Automotive,Auto Ancillaries,Munjal Showa,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/munjalshowa/MS,NSE
MURUDCERA,INE692B01014,Murudeshwar Ceramics Limited,10,,,MURUDCERA,Cement/Construction,Ceramics & Granite,Murudeshwar Cer,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/murudeshwarceramics/MC13,NSE
MUTHOOTCAP,INE296G01013,Muthoot Capital Services Limited,20,,,MUTHOOTCAP,Banking/Finance,Finance - Investments,Muthoot Cap,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootcapitalservices/MCS02,NSE
MUTHOOTFIN,INE414G01012,Muthoot Finance Limited,No Band,FINANCIAL SERVICES,Derivative Product/Nifty Dividend Opportunities 50 Index,MUTHOOTFIN,Banking/Finance,Finance - Investments,Muthoot Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootfinance/MF10,NSE
N100,INF247L01031,Motilal Oswal Mutual Fund-Motilal Oswal MOSt Shares NASDAQ 100 ETF -GO,20,,,N100,Banking/Finance,Finance - Investments,MOSt NASDAQ 100,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/motilaloswalmostsharesnasdaq100etf/MOM02,NSE
NACLIND,INE295D01020,NACL Industries Limited,20,,,NACLIND,Chemicals,Pesticides & Agro Chemicals,Nacl Industries,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/naclindustries/NA04,NSE
NAGAFERT,INE454M01024,Nagarjuna Fertilizers and Chemicals Limited,20,,,NAGAFERT,Chemicals,Fertilisers,Nagarjuna Fert,http://www.moneycontrol.com/india/stockpricequote/fertilisers/nagarjunafertiliserschemicals/NFC,NSE
NAGAROIL,INE453M01018,Nagarjuna Oil Refinery Limited,20,,,NAGAROIL,Oil & Gas,Refineries,Nagarjuna Oil,http://www.moneycontrol.com/india/stockpricequote/refineries/nagarjunaoilrefinery/NOR,NSE
NAGREEKCAP,INE245I01016,Nagreeka Capital & Infrastructure Limited,5,,,NAGREEKCAP,Banking/Finance,Finance - Investments,Nagreeka Cap,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/nagreekacapitalinfrastructure/NCI,NSE
NAHARCAP,INE049I01012,Nahar Capital and Financial Services Limited,10,,,NAHARCAP,Banking/Finance,Finance - Investments,Nahar Capital,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/naharcapitalfinancialservices/NCF,NSE
NAHARINDUS,INE289A01011,Nahar Industrial Enterprises Limited,20,,,NAHARINDUS,Manufacturing,Textiles - Composite Mills,Nahar Ent,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/naharindustrialenterprises/NIE,NSE
NAHARPOLY,INE308A01027,Nahar Poly Films Limited,20,,,NAHARPOLY,Manufacturing,Textiles - Spinning - Cotton Blended,Nahar Poly Film,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/naharpolyfilms/NIH,NSE
NAHARSPING,INE290A01027,Nahar Spinning Mills Limited,20,,,NAHARSPING,Manufacturing,Textiles - Hosiery & Knitwear,Nahar Spinning,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/naharspinningmills/NSM,NSE
NATCOPHARM,INE987B01026,Natco Pharma Limited,20,PHARMA,Nifty 500/Nifty Alpha 50 Index,NATCOPHARM,Pharmaceuticals,Pharmaceuticals,Natco Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07,NSE
NATHBIOGEN,INE448G01010,Nath Bio-Genes (India) Limited,20,,,NATHBIOGEN,Pharmaceuticals,Pharmaceuticals,Nath Bio-Genes,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nathbiogenes/NBG,NSE
NATIONALUM,INE139A01034,National Aluminium Company Limited,No Band,METALS,Derivative Product/NIFTY Alpha 50 Index,NATIONALUM,Metals & Mining,Aluminium,NALCO,http://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,NSE
NATNLSTEEL,INE088B01015,National Steel And Agro Industries Limited,20,,,NATNLSTEEL,Metals & Mining,Steel - GP & GC Sheets,National Steel,http://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/nationalsteelagroindustries/NSA02,NSE
NAUKRI,INE663F01024,Info Edge (India) Limited,20,IT,,NAUKRI,Miscellaneous,Miscellaneous,Info Edge,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01,NSE
NAVINFLUOR,INE048G01026,Navin Fluorine International Limited,20,CHEMICALS,,NAVINFLUOR,Chemicals,Chemicals,Navin Fluorine,http://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI,NSE
NAVKARCORP,INE278M01019,Navkar Corporation Limited,20,SERVICES,,NAVKARCORP,Services,Transport & Logistics,Navkar Corp,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/navkarcorporation/NC02,NSE
NAVNETEDUL,INE060A01024,Navneet Education Limited,20,MEDIA & ENTERTAINMENT,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250/NIFTY Media,NAVNETEDUL,Miscellaneous,Printing & Stationery,Navneet,http://www.moneycontrol.com/india/stockpricequote/printingstationery/navneeteducation/NP01,NSE
NBCC,INE095N01023,NBCC (India) Limited,No Band,CONSTRUCTION,NIFTY PSE/NIFTY Midcap 50 Index,NBCC,Engineering,Infrastructure - General,NBCC (India),http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/nbccindia/NBC01,NSE
NBIFIN,INE365I01020,N. B. I. Industrial Finance Company Limited,10,,,NBIFIN,Banking/Finance,Finance - General,NBI Industrial,http://www.moneycontrol.com/india/stockpricequote/financegeneral/nbiindustrialfinancecompany/NBI02,NSE
NBVENTURES,INE725A01022,Nava Bharat Ventures Limited,20,ENERGY,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250,NBVENTURES,Conglomerates,Diversified,Nava Bharat Ven,http://www.moneycontrol.com/india/stockpricequote/diversified/navabharatventures/NBV,NSE
NCC,INE868B01028,NCC Limited,No Band,CONSTRUCTION,Derivative Product,NCC,Cement/Construction,Construction & Contracting - Civil,NCC,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ncc/NCC01,NSE
